one,two,three,four,key
-0.9305825595638151,0.18514410331737655,0.49498347646795443,1.336176792559091,C
1.5572407153301397,-0.13928374586694103,0.07312750624305193,1.5185589081621955,B
0.7835897014904329,-0.5015305762017227,-1.9917270542838907,0.13061145852711364,G
0.4057682637617507,0.933593858514956,-0.38371110329907016,-0.61571754004656,A
0.657054480438528,-0.8886922131904589,2.1733839734222276,-0.1725549046770311,C
-0.8632604353609312,-1.4236192662814362,0.09109342374945444,1.4687202542604485,D
-0.4786808233329093,-0.9128297931222636,-0.6039930297410703,0.10296005155058366,G
-1.8388046149151913,0.779483732087114,-0.5780966443737552,0.2850998464386486,E
-0.553442407252603,-0.9752345608472248,1.5420727745017222,0.13017348526653214,F
-1.3985684522812565,0.07530852253661098,-0.4506535563011556,-1.1549626771641184,F
2.4835287974415876,0.013598260494326523,-0.7349400443390836,1.6766337953824415,A
1.8786352956138643,0.8261958365331156,0.839378408920179,-0.2252965137087476,C
-0.6683889872572554,1.5310395666394512,0.17185880322589878,-1.38601466478468,B
-0.43559340699715215,0.2295065158296185,0.676228473408065,0.29097723326673475,A
0.05463179520755549,-0.20058616437268162,0.658390602217364,1.449574321041332,D
1.5498884324882898,-2.3055341959188467,0.0037769956608850095,0.6337508427499391,A
-0.5288084520796398,-1.3500837641355194,1.5419211152870178,-1.2580675931489493,A
0.7661255105614895,1.649654934873169,-2.66765650480327,-1.3978180390572181,F
1.0593189444384332,0.5038092023111664,-0.8848927855990201,0.652213727814025,E
-1.1989647672302859,-0.8272987211907058,1.1863692832892967,1.3917745316832828,A
-0.8919371329326973,0.7801802737908977,1.1886294169632858,-1.1388857097761897,B
0.4307638804018724,0.10284383567881278,-1.927097679752763,0.4066846818409838,F
-1.075086025888801,-0.6522926200353331,0.05824239471934176,-1.1269824468720042,G
-0.6499648804484988,-1.3562111177192948,-1.167548222593352,0.5297762888667846,E
-0.679907615871976,-1.1631274384339239,0.7537631882102299,0.185852546948163,D
0.7485902847547661,-0.529022664637554,-0.178429314924588,0.09985410138375511,C
-1.127056277235395,0.01442887497964315,-0.8146119371163658,0.5801966612426063,A
-1.015495440911564,-1.3164595174432578,-0.4417065506879001,0.2143841799923067,E
-0.7186512837560142,1.3649542588170784,-0.09686597253324108,0.9204926997338992,A
0.10927948976644536,0.12690455475837192,0.3988529788251235,1.00077180569251,E
0.673976419822668,-1.2838501662548862,-0.4126765182298112,0.8664946090997874,B
0.1656495109019635,-0.6516856889977442,0.3616206950566855,-0.6629796488611324,E
0.07997848659825108,-2.8812984762628413,-0.49195798662210444,0.024201498404595834,B
-0.9167320504841582,1.6724243066396343,-1.347694159222779,0.5678642249041795,F
-3.0853093819703683,0.058554218847404894,0.7239347681967896,0.9732282929400009,A
-0.9890876000280971,-1.9113994344861944,1.5925582733553985,0.7008352240459732,F
1.279516549912883,-1.141708722182428,-0.43548204652753403,0.3971676356690152,A
0.6893064627115167,2.1358751662468434,1.096688557654198,-0.0420515304181027,C
-0.10394208073022398,-0.12019777743299083,1.862635394919109,-1.2229974065852969,E
-0.79673427993886,-1.250763058495216,1.7067752354451466,-0.6437995388224482,E
-1.6083857866973674,0.830093951905787,-0.5082508159447874,1.206494788007364,D
-0.3441534085980397,0.009355634643294173,-0.3828651578908844,0.9199531202721668,E
1.358425154168572,0.28432102750523564,0.8413399979209083,-0.20868252835824555,C
-1.5874558560136645,-0.5933062032209658,0.7177145859362095,0.9940913853783387,A
0.39745021957980986,-0.8969217163774185,-1.3817227069574056,0.04887376922241325,E
1.2281778567309662,1.8209620142374865,-1.6945227626745123,-1.4994462291838309,C
-0.1603328065309335,-0.4543485925347755,0.38207015568330455,1.4705978502742179,F
0.0818742865730153,-0.3022050092480383,0.5462031167714042,-0.6095137930414006,C
-1.0259536287853546,-0.6210433429832853,0.925750353456247,-1.540522194300763,E
0.01694950591546341,0.21653330364061618,0.37868496286477354,0.21798129029115135,F
-0.22141455337534988,0.37523292381118917,-0.2297640602015556,-0.7321930826578565,C
0.9268328406496578,3.12217864693849,0.6658349818576329,0.7639048572465718,G
-0.847427475200661,0.4710752834208704,-1.8929855979434882,-0.047416649525895804,F
-0.9062874316272714,-0.13491419149121722,-0.19520936935493616,0.7751557840709895,F
-0.3756033828835816,0.6900523638963911,-0.9904399835314198,-1.1906810295294372,G
0.7982836831141983,0.22025640893566079,0.7780755279367698,-0.24172162442498413,A
-0.6568888139289412,-0.28274426559383437,0.0608952002702075,1.9553330544288403,E
